,country,year,sex,age,suicides_no,population,suicidesper100pop,gdp_for_year,gdp_per_capita,generation,name,iso_abr
12929,Trinidad and Tobago,2007,male,25-34 years,38,107378,35.39,21642304046,17827,Generation X,Trinidad and Tobago,TTO
12930,Trinidad and Tobago,2007,male,35-54 years,34,177478,19.16,21642304046,17827,Boomers,Trinidad and Tobago,TTO
12931,Trinidad and Tobago,2007,male,55-74 years,14,83938,16.68,21642304046,17827,Silent,Trinidad and Tobago,TTO
12932,Trinidad and Tobago,2007,male,15-24 years,20,125516,15.93,21642304046,17827,Millenials,Trinidad and Tobago,TTO
12933,Trinidad and Tobago,2007,female,25-34 years,6,106809,5.62,21642304046,17827,Generation X,Trinidad and Tobago,TTO
12934,Trinidad and Tobago,2007,female,75+ years,1,22983,4.35,21642304046,17827,Silent,Trinidad and Tobago,TTO
12935,Trinidad and Tobago,2007,female,55-74 years,3,92001,3.26,21642304046,17827,Silent,Trinidad and Tobago,TTO
12936,Trinidad and Tobago,2007,female,15-24 years,4,123176,3.25,21642304046,17827,Millenials,Trinidad and Tobago,TTO
12937,Trinidad and Tobago,2007,female,35-54 years,5,179070,2.79,21642304046,17827,Boomers,Trinidad and Tobago,TTO
12938,Trinidad and Tobago,2007,female,5-14 years,1,89716,1.11,21642304046,17827,Generation Z,Trinidad and Tobago,TTO
12939,Trinidad and Tobago,2007,male,5-14 years,0,92049,0.0,21642304046,17827,Generation Z,Trinidad and Tobago,TTO
12940,Trinidad and Tobago,2008,male,35-54 years,69,178781,38.59,27870257894,22857,Boomers,Trinidad and Tobago,TTO
12941,Trinidad and Tobago,2008,male,55-74 years,30,87254,34.38,27870257894,22857,Silent,Trinidad and Tobago,TTO
12942,Trinidad and Tobago,2008,male,25-34 years,37,110954,33.35,27870257894,22857,Generation X,Trinidad and Tobago,TTO
12943,Trinidad and Tobago,2008,male,75+ years,3,14157,21.19,27870257894,22857,Silent,Trinidad and Tobago,TTO
12944,Trinidad and Tobago,2008,male,15-24 years,23,120707,19.05,27870257894,22857,Millenials,Trinidad and Tobago,TTO
12945,Trinidad and Tobago,2008,female,15-24 years,11,118363,9.29,27870257894,22857,Millenials,Trinidad and Tobago,TTO
12946,Trinidad and Tobago,2008,female,35-54 years,15,180705,8.3,27870257894,22857,Boomers,Trinidad and Tobago,TTO
12947,Trinidad and Tobago,2008,female,25-34 years,5,110394,4.53,27870257894,22857,Generation X,Trinidad and Tobago,TTO
12948,Trinidad and Tobago,2008,female,75+ years,1,23393,4.27,27870257894,22857,Silent,Trinidad and Tobago,TTO
12949,Trinidad and Tobago,2008,female,55-74 years,4,95285,4.2,27870257894,22857,Silent,Trinidad and Tobago,TTO
12950,Trinidad and Tobago,2008,male,5-14 years,1,90838,1.1,27870257894,22857,Generation Z,Trinidad and Tobago,TTO
12951,Trinidad and Tobago,2008,female,5-14 years,0,88505,0.0,27870257894,22857,Generation Z,Trinidad and Tobago,TTO
12952,Trinidad and Tobago,2009,male,25-34 years,27,114143,23.65,19175196446,15652,Generation X,Trinidad and Tobago,TTO
12953,Trinidad and Tobago,2009,male,15-24 years,25,115721,21.6,19175196446,15652,Millenials,Trinidad and Tobago,TTO
12954,Trinidad and Tobago,2009,male,35-54 years,38,180029,21.11,19175196446,15652,Boomers,Trinidad and Tobago,TTO
12955,Trinidad and Tobago,2009,male,75+ years,3,14407,20.82,19175196446,15652,Silent,Trinidad and Tobago,TTO
12956,Trinidad and Tobago,2009,male,55-74 years,13,90729,14.33,19175196446,15652,Silent,Trinidad and Tobago,TTO
12957,Trinidad and Tobago,2009,female,55-74 years,6,98779,6.07,19175196446,15652,Silent,Trinidad and Tobago,TTO
12958,Trinidad and Tobago,2009,female,15-24 years,5,113362,4.41,19175196446,15652,Millenials,Trinidad and Tobago,TTO
12959,Trinidad and Tobago,2009,female,25-34 years,5,113622,4.4,19175196446,15652,Generation X,Trinidad and Tobago,TTO
12960,Trinidad and Tobago,2009,female,35-54 years,5,182233,2.74,19175196446,15652,Boomers,Trinidad and Tobago,TTO
12961,Trinidad and Tobago,2009,male,5-14 years,1,90312,1.11,19175196446,15652,Generation Z,Trinidad and Tobago,TTO
12962,Trinidad and Tobago,2009,female,5-14 years,0,87970,0.0,19175196446,15652,Generation Z,Trinidad and Tobago,TTO
12963,Trinidad and Tobago,2009,female,75+ years,0,23790,0.0,19175196446,15652,Silent,Trinidad and Tobago,TTO
12964,Trinidad and Tobago,2010,male,25-34 years,38,116664,32.57,22157948396,18000,Generation X,Trinidad and Tobago,TTO
12965,Trinidad and Tobago,2010,male,75+ years,4,14639,27.32,22157948396,18000,Silent,Trinidad and Tobago,TTO
12966,Trinidad and Tobago,2010,male,35-54 years,48,181184,26.49,22157948396,18000,Generation X,Trinidad and Tobago,TTO
12967,Trinidad and Tobago,2010,male,55-74 years,21,94335,22.26,22157948396,18000,Silent,Trinidad and Tobago,TTO
12968,Trinidad and Tobago,2010,male,15-24 years,17,110950,15.32,22157948396,18000,Millenials,Trinidad and Tobago,TTO
12969,Trinidad and Tobago,2010,female,15-24 years,9,108605,8.29,22157948396,18000,Millenials,Trinidad and Tobago,TTO
12970,Trinidad and Tobago,2010,female,25-34 years,9,116210,7.74,22157948396,18000,Generation X,Trinidad and Tobago,TTO
12971,Trinidad and Tobago,2010,female,35-54 years,8,183641,4.36,22157948396,18000,Generation X,Trinidad and Tobago,TTO
12972,Trinidad and Tobago,2010,female,55-74 years,4,102440,3.9,22157948396,18000,Silent,Trinidad and Tobago,TTO
12973,Trinidad and Tobago,2010,female,5-14 years,1,87897,1.14,22157948396,18000,Generation Z,Trinidad and Tobago,TTO
12974,Trinidad and Tobago,2010,male,5-14 years,1,90237,1.11,22157948396,18000,Generation Z,Trinidad and Tobago,TTO
12975,Trinidad and Tobago,2010,female,75+ years,0,24200,0.0,22157948396,18000,Silent,Trinidad and Tobago,TTO
12976,Trinidad and Tobago,2011,male,75+ years,5,15189,32.92,25433011405,20557,Silent,Trinidad and Tobago,TTO
12977,Trinidad and Tobago,2011,male,35-54 years,41,181905,22.54,25433011405,20557,Generation X,Trinidad and Tobago,TTO
12978,Trinidad and Tobago,2011,male,55-74 years,21,97186,21.61,25433011405,20557,Boomers,Trinidad and Tobago,TTO
12979,Trinidad and Tobago,2011,male,25-34 years,25,119254,20.96,25433011405,20557,Millenials,Trinidad and Tobago,TTO
12980,Trinidad and Tobago,2011,male,15-24 years,20,106653,18.75,25433011405,20557,Millenials,Trinidad and Tobago,TTO
12981,Trinidad and Tobago,2011,female,25-34 years,8,118786,6.73,25433011405,20557,Millenials,Trinidad and Tobago,TTO
12982,Trinidad and Tobago,2011,female,15-24 years,5,104361,4.79,25433011405,20557,Millenials,Trinidad and Tobago,TTO
12983,Trinidad and Tobago,2011,female,35-54 years,8,184776,4.33,25433011405,20557,Generation X,Trinidad and Tobago,TTO
12984,Trinidad and Tobago,2011,female,55-74 years,4,105486,3.79,25433011405,20557,Boomers,Trinidad and Tobago,TTO
12985,Trinidad and Tobago,2011,female,5-14 years,2,88170,2.27,25433011405,20557,Generation Z,Trinidad and Tobago,TTO
12986,Trinidad and Tobago,2011,female,75+ years,0,24863,0.0,25433011405,20557,Silent,Trinidad and Tobago,TTO
12987,Trinidad and Tobago,2011,male,5-14 years,0,90557,0.0,25433011405,20557,Generation Z,Trinidad and Tobago,TTO
12988,Turkey,2009,male,75+ years,33,806623,4.09,644639902581,9773,Silent,Turkey,TUR
12989,Turkey,2009,male,55-74 years,130,3897113,3.34,644639902581,9773,Silent,Turkey,TUR
12990,Turkey,2009,male,35-54 years,287,9160329,3.13,644639902581,9773,Boomers,Turkey,TUR
12991,Turkey,2009,male,25-34 years,189,6272520,3.01,644639902581,9773,Generation X,Turkey,TUR
12992,Turkey,2009,male,15-24 years,139,6380792,2.18,644639902581,9773,Millenials,Turkey,TUR
12993,Turkey,2009,female,75+ years,17,1170072,1.45,644639902581,9773,Silent,Turkey,TUR
12994,Turkey,2009,female,15-24 years,74,6097408,1.21,644639902581,9773,Millenials,Turkey,TUR
12995,Turkey,2009,female,55-74 years,38,4301203,0.88,644639902581,9773,Silent,Turkey,TUR
12996,Turkey,2009,female,25-34 years,44,6101898,0.72,644639902581,9773,Generation X,Turkey,TUR
12997,Turkey,2009,female,35-54 years,58,9027289,0.64,644639902581,9773,Boomers,Turkey,TUR
12998,Turkey,2009,male,5-14 years,23,6542691,0.35,644639902581,9773,Generation Z,Turkey,TUR
12999,Turkey,2009,female,5-14 years,18,6204481,0.29,644639902581,9773,Generation Z,Turkey,TUR
13000,Turkey,2010,male,75+ years,63,841083,7.49,771901768698,11525,Silent,Turkey,TUR
13001,Turkey,2010,male,35-54 years,397,9318882,4.26,771901768698,11525,Generation X,Turkey,TUR
13002,Turkey,2010,male,55-74 years,175,4131848,4.24,771901768698,11525,Silent,Turkey,TUR
13003,Turkey,2010,male,25-34 years,248,6363299,3.9,771901768698,11525,Generation X,Turkey,TUR
13004,Turkey,2010,male,15-24 years,238,6411111,3.71,771901768698,11525,Millenials,Turkey,TUR
13005,Turkey,2010,female,75+ years,28,1226764,2.28,771901768698,11525,Silent,Turkey,TUR
13006,Turkey,2010,female,15-24 years,95,6118805,1.55,771901768698,11525,Millenials,Turkey,TUR
13007,Turkey,2010,female,55-74 years,57,4537405,1.26,771901768698,11525,Silent,Turkey,TUR
13008,Turkey,2010,female,35-54 years,110,9153406,1.2,771901768698,11525,Generation X,Turkey,TUR
13009,Turkey,2010,female,25-34 years,61,6170592,0.99,771901768698,11525,Generation X,Turkey,TUR
13010,Turkey,2010,male,5-14 years,27,6519482,0.41,771901768698,11525,Generation Z,Turkey,TUR
13011,Turkey,2010,female,5-14 years,25,6182454,0.4,771901768698,11525,Generation Z,Turkey,TUR
13012,Turkey,2011,male,75+ years,45,860492,5.23,832523681194,12237,Silent,Turkey,TUR
13013,Turkey,2011,male,55-74 years,162,4380447,3.7,832523681194,12237,Boomers,Turkey,TUR
13014,Turkey,2011,male,35-54 years,266,9478566,2.81,832523681194,12237,Generation X,Turkey,TUR
13015,Turkey,2011,male,25-34 years,180,6458549,2.79,832523681194,12237,Millenials,Turkey,TUR
13016,Turkey,2011,male,15-24 years,177,6416997,2.76,832523681194,12237,Millenials,Turkey,TUR
13017,Turkey,2011,female,15-24 years,83,6126637,1.35,832523681194,12237,Millenials,Turkey,TUR
13018,Turkey,2011,female,75+ years,15,1274924,1.18,832523681194,12237,Silent,Turkey,TUR
13019,Turkey,2011,female,25-34 years,60,6266330,0.96,832523681194,12237,Millenials,Turkey,TUR
13020,Turkey,2011,female,35-54 years,82,9296163,0.88,832523681194,12237,Generation X,Turkey,TUR
13021,Turkey,2011,female,55-74 years,35,4781947,0.73,832523681194,12237,Boomers,Turkey,TUR
13022,Turkey,2011,female,5-14 years,23,6178913,0.37,832523681194,12237,Generation Z,Turkey,TUR
13023,Turkey,2011,male,5-14 years,20,6514392,0.31,832523681194,12237,Generation Z,Turkey,TUR
13024,Turkey,2012,male,75+ years,58,886919,6.54,873982246102,12671,Silent,Turkey,TUR
13025,Turkey,2012,male,35-54 years,399,9718299,4.11,873982246102,12671,Generation X,Turkey,TUR
13026,Turkey,2012,male,55-74 years,180,4532575,3.97,873982246102,12671,Boomers,Turkey,TUR
13027,Turkey,2012,male,25-34 years,227,6494243,3.5,873982246102,12671,Millenials,Turkey,TUR
13028,Turkey,2012,male,15-24 years,184,6425966,2.86,873982246102,12671,Millenials,Turkey,TUR
13029,Turkey,2012,female,75+ years,23,1325413,1.74,873982246102,12671,Silent,Turkey,TUR
13030,Turkey,2012,female,15-24 years,94,6140942,1.53,873982246102,12671,Millenials,Turkey,TUR
13031,Turkey,2012,female,25-34 years,78,6314493,1.24,873982246102,12671,Millenials,Turkey,TUR
13032,Turkey,2012,female,35-54 years,113,9539648,1.18,873982246102,12671,Generation X,Turkey,TUR
13033,Turkey,2012,female,55-74 years,55,4925454,1.12,873982246102,12671,Boomers,Turkey,TUR
13034,Turkey,2012,male,5-14 years,24,6503156,0.37,873982246102,12671,Generation Z,Turkey,TUR
13035,Turkey,2012,female,5-14 years,15,6169331,0.24,873982246102,12671,Generation Z,Turkey,TUR
13036,Turkey,2013,male,75+ years,76,915690,8.3,950579413279,13603,Silent,Turkey,TUR
13037,Turkey,2013,male,55-74 years,239,4664864,5.12,950579413279,13603,Boomers,Turkey,TUR
13038,Turkey,2013,male,35-54 years,477,9982233,4.78,950579413279,13603,Generation X,Turkey,TUR
13039,Turkey,2013,male,25-34 years,285,6491205,4.39,950579413279,13603,Millenials,Turkey,TUR
13040,Turkey,2013,male,15-24 years,253,6461036,3.92,950579413279,13603,Millenials,Turkey,TUR
13041,Turkey,2013,female,15-24 years,133,6177538,2.15,950579413279,13603,Millenials,Turkey,TUR
13042,Turkey,2013,female,75+ years,29,1374051,2.11,950579413279,13603,Silent,Turkey,TUR
13043,Turkey,2013,female,55-74 years,73,5052537,1.44,950579413279,13603,Boomers,Turkey,TUR
13044,Turkey,2013,female,25-34 years,87,6322406,1.38,950579413279,13603,Millenials,Turkey,TUR
13045,Turkey,2013,female,35-54 years,118,9808886,1.2,950579413279,13603,Generation X,Turkey,TUR
13046,Turkey,2013,female,5-14 years,23,6148825,0.37,950579413279,13603,Generation Z,Turkey,TUR
13047,Turkey,2013,male,5-14 years,17,6481081,0.26,950579413279,13603,Generation Z,Turkey,TUR
13048,Turkey,2014,male,75+ years,66,952449,6.93,934185915467,13170,Silent,Turkey,TUR
13049,Turkey,2014,male,55-74 years,225,4851259,4.64,934185915467,13170,Boomers,Turkey,TUR
13050,Turkey,2014,male,15-24 years,260,6517033,3.99,934185915467,13170,Millenials,Turkey,TUR
13051,Turkey,2014,male,35-54 years,394,10244541,3.85,934185915467,13170,Generation X,Turkey,TUR
13052,Turkey,2014,male,25-34 years,243,6484352,3.75,934185915467,13170,Millenials,Turkey,TUR
13053,Turkey,2014,female,15-24 years,114,6220032,1.83,934185915467,13170,Millenials,Turkey,TUR
13054,Turkey,2014,female,75+ years,23,1426848,1.61,934185915467,13170,Silent,Turkey,TUR
13055,Turkey,2014,female,55-74 years,79,5233238,1.51,934185915467,13170,Boomers,Turkey,TUR
13056,Turkey,2014,female,35-54 years,109,10070621,1.08,934185915467,13170,Generation X,Turkey,TUR
13057,Turkey,2014,female,25-34 years,65,6325398,1.03,934185915467,13170,Millenials,Turkey,TUR
13058,Turkey,2014,male,5-14 years,21,6469621,0.32,934185915467,13170,Generation Z,Turkey,TUR
13059,Turkey,2014,female,5-14 years,18,6136028,0.29,934185915467,13170,Generation Z,Turkey,TUR
13060,Turkey,2015,male,75+ years,61,986961,6.18,859796872794,11961,Silent,Turkey,TUR
13061,Turkey,2015,male,55-74 years,223,5079228,4.39,859796872794,11961,Boomers,Turkey,TUR
13062,Turkey,2015,male,25-34 years,241,6452161,3.74,859796872794,11961,Millenials,Turkey,TUR
13063,Turkey,2015,male,35-54 years,385,10466600,3.68,859796872794,11961,Generation X,Turkey,TUR
13064,Turkey,2015,male,15-24 years,207,6573627,3.15,859796872794,11961,Millenials,Turkey,TUR
13065,Turkey,2015,female,15-24 years,131,6267398,2.09,859796872794,11961,Millenials,Turkey,TUR
13066,Turkey,2015,female,75+ years,25,1479388,1.69,859796872794,11961,Silent,Turkey,TUR
13067,Turkey,2015,female,25-34 years,72,6288287,1.14,859796872794,11961,Millenials,Turkey,TUR
13068,Turkey,2015,female,35-54 years,109,10293526,1.06,859796872794,11961,Generation X,Turkey,TUR
13069,Turkey,2015,female,55-74 years,42,5456986,0.77,859796872794,11961,Boomers,Turkey,TUR
13070,Turkey,2015,female,5-14 years,18,6100840,0.3,859796872794,11961,Generation Z,Turkey,TUR
13071,Turkey,2015,male,5-14 years,18,6435462,0.28,859796872794,11961,Generation Z,Turkey,TUR
13072,Turkmenistan,2002,male,25-34 years,108,361831,29.85,4461978499,1077,Generation X,Turkmenistan,TKM
13073,Turkmenistan,2002,male,35-54 years,105,455939,23.03,4461978499,1077,Boomers,Turkmenistan,TKM
13074,Turkmenistan,2002,male,15-24 years,94,476311,19.74,4461978499,1077,Millenials,Turkmenistan,TKM
13075,Turkmenistan,2002,male,55-74 years,21,144826,14.5,4461978499,1077,Silent,Turkmenistan,TKM
13076,Turkmenistan,2002,female,15-24 years,43,470946,9.13,4461978499,1077,Millenials,Turkmenistan,TKM
13077,Turkmenistan,2002,female,25-34 years,19,359375,5.29,4461978499,1077,Generation X,Turkmenistan,TKM
13078,Turkmenistan,2002,male,75+ years,1,20849,4.8,4461978499,1077,Silent,Turkmenistan,TKM
13079,Turkmenistan,2002,female,55-74 years,6,171868,3.49,4461978499,1077,Silent,Turkmenistan,TKM
13080,Turkmenistan,2002,female,75+ years,1,44533,2.25,4461978499,1077,Silent,Turkmenistan,TKM
13081,Turkmenistan,2002,female,35-54 years,8,504060,1.59,4461978499,1077,Boomers,Turkmenistan,TKM
13082,Turkmenistan,2002,male,5-14 years,7,572796,1.22,4461978499,1077,Millenials,Turkmenistan,TKM
13083,Turkmenistan,2002,female,5-14 years,3,560358,0.54,4461978499,1077,Millenials,Turkmenistan,TKM
13084,Turkmenistan,2003,male,25-34 years,101,365893,27.6,5977560877,1431,Generation X,Turkmenistan,TKM
13085,Turkmenistan,2003,male,35-54 years,97,469877,20.64,5977560877,1431,Boomers,Turkmenistan,TKM
13086,Turkmenistan,2003,male,15-24 years,81,485360,16.69,5977560877,1431,Millenials,Turkmenistan,TKM
13087,Turkmenistan,2003,male,75+ years,2,22656,8.83,5977560877,1431,Silent,Turkmenistan,TKM
13088,Turkmenistan,2003,female,15-24 years,38,481201,7.9,5977560877,1431,Millenials,Turkmenistan,TKM
13089,Turkmenistan,2003,male,55-74 years,11,144973,7.59,5977560877,1431,Silent,Turkmenistan,TKM
13090,Turkmenistan,2003,female,75+ years,3,46460,6.46,5977560877,1431,Silent,Turkmenistan,TKM
13091,Turkmenistan,2003,female,25-34 years,21,364978,5.75,5977560877,1431,Generation X,Turkmenistan,TKM
13092,Turkmenistan,2003,female,35-54 years,15,517334,2.9,5977560877,1431,Boomers,Turkmenistan,TKM
13093,Turkmenistan,2003,female,55-74 years,3,171164,1.75,5977560877,1431,Silent,Turkmenistan,TKM
13094,Turkmenistan,2003,male,5-14 years,3,560043,0.54,5977560877,1431,Millenials,Turkmenistan,TKM
13095,Turkmenistan,2003,female,5-14 years,2,547801,0.37,5977560877,1431,Millenials,Turkmenistan,TKM
13096,Turkmenistan,2004,male,25-34 years,99,370496,26.72,6838351088,1624,Generation X,Turkmenistan,TKM
13097,Turkmenistan,2004,male,35-54 years,102,483408,21.1,6838351088,1624,Boomers,Turkmenistan,TKM
13098,Turkmenistan,2004,male,15-24 years,76,495486,15.34,6838351088,1624,Millenials,Turkmenistan,TKM
13099,Turkmenistan,2004,male,75+ years,3,24068,12.46,6838351088,1624,Silent,Turkmenistan,TKM
13100,Turkmenistan,2004,male,55-74 years,13,146331,8.88,6838351088,1624,Silent,Turkmenistan,TKM
13101,Turkmenistan,2004,female,15-24 years,43,492159,8.74,6838351088,1624,Millenials,Turkmenistan,TKM
13102,Turkmenistan,2004,female,75+ years,3,47891,6.26,6838351088,1624,Silent,Turkmenistan,TKM
13103,Turkmenistan,2004,female,25-34 years,22,371342,5.92,6838351088,1624,Generation X,Turkmenistan,TKM
13104,Turkmenistan,2004,female,35-54 years,17,529987,3.21,6838351088,1624,Boomers,Turkmenistan,TKM
13105,Turkmenistan,2004,female,55-74 years,4,172232,2.32,6838351088,1624,Silent,Turkmenistan,TKM
13106,Turkmenistan,2004,male,5-14 years,6,544831,1.1,6838351088,1624,Millenials,Turkmenistan,TKM
13107,Turkmenistan,2004,female,5-14 years,4,532769,0.75,6838351088,1624,Millenials,Turkmenistan,TKM
13108,Turkmenistan,2005,male,25-34 years,102,376109,27.12,8104355717,1906,Generation X,Turkmenistan,TKM
13109,Turkmenistan,2005,male,35-54 years,124,497010,24.95,8104355717,1906,Boomers,Turkmenistan,TKM
13110,Turkmenistan,2005,male,15-24 years,107,507129,21.1,8104355717,1906,Millenials,Turkmenistan,TKM
13111,Turkmenistan,2005,male,55-74 years,28,149270,18.76,8104355717,1906,Silent,Turkmenistan,TKM
13112,Turkmenistan,2005,male,75+ years,4,24983,16.01,8104355717,1906,Silent,Turkmenistan,TKM
13113,Turkmenistan,2005,female,15-24 years,40,504111,7.93,8104355717,1906,Millenials,Turkmenistan,TKM
13114,Turkmenistan,2005,female,25-34 years,26,378566,6.87,8104355717,1906,Generation X,Turkmenistan,TKM
13115,Turkmenistan,2005,female,55-74 years,7,175542,3.99,8104355717,1906,Silent,Turkmenistan,TKM
13116,Turkmenistan,2005,female,35-54 years,17,542813,3.13,8104355717,1906,Boomers,Turkmenistan,TKM
13117,Turkmenistan,2005,female,75+ years,1,48752,2.05,8104355717,1906,Silent,Turkmenistan,TKM
13118,Turkmenistan,2005,male,5-14 years,9,530120,1.7,8104355717,1906,Millenials,Turkmenistan,TKM
13119,Turkmenistan,2005,female,5-14 years,3,518125,0.58,8104355717,1906,Millenials,Turkmenistan,TKM
13120,Turkmenistan,2006,male,25-34 years,111,382190,29.04,10277598152,2397,Generation X,Turkmenistan,TKM
13121,Turkmenistan,2006,male,35-54 years,132,508377,25.96,10277598152,2397,Boomers,Turkmenistan,TKM
13122,Turkmenistan,2006,male,15-24 years,104,517620,20.09,10277598152,2397,Millenials,Turkmenistan,TKM
13123,Turkmenistan,2006,male,75+ years,5,26310,19.0,10277598152,2397,Silent,Turkmenistan,TKM
13124,Turkmenistan,2006,male,55-74 years,28,152468,18.36,10277598152,2397,Silent,Turkmenistan,TKM
13125,Turkmenistan,2006,female,15-24 years,62,514281,12.06,10277598152,2397,Millenials,Turkmenistan,TKM
13126,Turkmenistan,2006,female,35-54 years,23,553688,4.15,10277598152,2397,Boomers,Turkmenistan,TKM
13127,Turkmenistan,2006,female,25-34 years,16,385454,4.15,10277598152,2397,Generation X,Turkmenistan,TKM
13128,Turkmenistan,2006,female,75+ years,2,49893,4.01,10277598152,2397,Silent,Turkmenistan,TKM
13129,Turkmenistan,2006,female,55-74 years,7,180084,3.89,10277598152,2397,Silent,Turkmenistan,TKM
13130,Turkmenistan,2006,male,5-14 years,12,514454,2.33,10277598152,2397,Millenials,Turkmenistan,TKM
13131,Turkmenistan,2006,female,5-14 years,4,502831,0.8,10277598152,2397,Millenials,Turkmenistan,TKM
13132,Turkmenistan,2007,male,25-34 years,77,389981,19.74,12664165103,2916,Generation X,Turkmenistan,TKM
13133,Turkmenistan,2007,male,35-54 years,92,520854,17.66,12664165103,2916,Boomers,Turkmenistan,TKM
13134,Turkmenistan,2007,male,55-74 years,23,157465,14.61,12664165103,2916,Silent,Turkmenistan,TKM
13135,Turkmenistan,2007,male,15-24 years,67,530314,12.63,12664165103,2916,Millenials,Turkmenistan,TKM
13136,Turkmenistan,2007,male,75+ years,2,27254,7.34,12664165103,2916,Silent,Turkmenistan,TKM
13137,Turkmenistan,2007,female,15-24 years,37,526222,7.03,12664165103,2916,Millenials,Turkmenistan,TKM
13138,Turkmenistan,2007,female,25-34 years,18,393748,4.57,12664165103,2916,Generation X,Turkmenistan,TKM
13139,Turkmenistan,2007,female,75+ years,2,50546,3.96,12664165103,2916,Silent,Turkmenistan,TKM
13140,Turkmenistan,2007,female,55-74 years,7,187318,3.74,12664165103,2916,Silent,Turkmenistan,TKM
13141,Turkmenistan,2007,female,35-54 years,17,565599,3.01,12664165103,2916,Boomers,Turkmenistan,TKM
13142,Turkmenistan,2007,male,5-14 years,8,502373,1.59,12664165103,2916,Generation Z,Turkmenistan,TKM
13143,Turkmenistan,2007,female,5-14 years,4,490983,0.81,12664165103,2916,Generation Z,Turkmenistan,TKM
13144,Turkmenistan,2008,male,15-24 years,130,542946,23.94,19271523179,4368,Millenials,Turkmenistan,TKM
13145,Turkmenistan,2008,male,25-34 years,94,399182,23.55,19271523179,4368,Generation X,Turkmenistan,TKM
13146,Turkmenistan,2008,male,35-54 years,120,533999,22.47,19271523179,4368,Boomers,Turkmenistan,TKM
13147,Turkmenistan,2008,female,15-24 years,64,537815,11.9,19271523179,4368,Millenials,Turkmenistan,TKM
13148,Turkmenistan,2008,male,55-74 years,18,163900,10.98,19271523179,4368,Silent,Turkmenistan,TKM
13149,Turkmenistan,2008,male,75+ years,2,27996,7.14,19271523179,4368,Silent,Turkmenistan,TKM
13150,Turkmenistan,2008,female,25-34 years,26,403248,6.45,19271523179,4368,Generation X,Turkmenistan,TKM
13151,Turkmenistan,2008,female,75+ years,2,50970,3.92,19271523179,4368,Silent,Turkmenistan,TKM
13152,Turkmenistan,2008,female,55-74 years,6,196586,3.05,19271523179,4368,Silent,Turkmenistan,TKM
13153,Turkmenistan,2008,female,35-54 years,10,578059,1.73,19271523179,4368,Boomers,Turkmenistan,TKM
13154,Turkmenistan,2008,female,5-14 years,6,483074,1.24,19271523179,4368,Generation Z,Turkmenistan,TKM
13155,Turkmenistan,2008,male,5-14 years,6,494360,1.21,19271523179,4368,Generation Z,Turkmenistan,TKM
13156,Turkmenistan,2009,male,15-24 years,47,551843,8.52,20214385965,4508,Millenials,Turkmenistan,TKM
13157,Turkmenistan,2009,male,75+ years,2,28728,6.96,20214385965,4508,Silent,Turkmenistan,TKM
13158,Turkmenistan,2009,male,25-34 years,28,409223,6.84,20214385965,4508,Generation X,Turkmenistan,TKM
13159,Turkmenistan,2009,male,35-54 years,33,546900,6.03,20214385965,4508,Boomers,Turkmenistan,TKM
13160,Turkmenistan,2009,male,55-74 years,7,171156,4.09,20214385965,4508,Silent,Turkmenistan,TKM
13161,Turkmenistan,2009,female,15-24 years,20,545660,3.67,20214385965,4508,Millenials,Turkmenistan,TKM
13162,Turkmenistan,2009,female,25-34 years,14,413552,3.39,20214385965,4508,Generation X,Turkmenistan,TKM
13163,Turkmenistan,2009,male,5-14 years,8,490138,1.63,20214385965,4508,Generation Z,Turkmenistan,TKM
13164,Turkmenistan,2009,female,35-54 years,3,590092,0.51,20214385965,4508,Boomers,Turkmenistan,TKM
13165,Turkmenistan,2009,female,55-74 years,1,206817,0.48,20214385965,4508,Silent,Turkmenistan,TKM
13166,Turkmenistan,2009,female,5-14 years,2,478874,0.42,20214385965,4508,Generation Z,Turkmenistan,TKM
13167,Turkmenistan,2009,female,75+ years,0,51484,0.0,20214385965,4508,Silent,Turkmenistan,TKM
13168,Turkmenistan,2010,male,25-34 years,40,419805,9.53,22583157895,4962,Generation X,Turkmenistan,TKM
13169,Turkmenistan,2010,male,15-24 years,42,554957,7.57,22583157895,4962,Millenials,Turkmenistan,TKM
13170,Turkmenistan,2010,male,75+ years,2,29510,6.78,22583157895,4962,Silent,Turkmenistan,TKM
13171,Turkmenistan,2010,male,35-54 years,35,559144,6.26,22583157895,4962,Generation X,Turkmenistan,TKM
13172,Turkmenistan,2010,male,55-74 years,10,178934,5.59,22583157895,4962,Silent,Turkmenistan,TKM
13173,Turkmenistan,2010,female,15-24 years,22,547882,4.02,22583157895,4962,Millenials,Turkmenistan,TKM
13174,Turkmenistan,2010,female,25-34 years,9,424446,2.12,22583157895,4962,Generation X,Turkmenistan,TKM
13175,Turkmenistan,2010,female,35-54 years,9,601270,1.5,22583157895,4962,Generation X,Turkmenistan,TKM
13176,Turkmenistan,2010,female,5-14 years,5,477152,1.05,22583157895,4962,Generation Z,Turkmenistan,TKM
13177,Turkmenistan,2010,female,55-74 years,2,217434,0.92,22583157895,4962,Silent,Turkmenistan,TKM
13178,Turkmenistan,2010,male,5-14 years,2,488434,0.41,22583157895,4962,Generation Z,Turkmenistan,TKM
13179,Turkmenistan,2010,female,75+ years,0,52217,0.0,22583157895,4962,Silent,Turkmenistan,TKM
